Name,Latitude,Longitude,City,Country,Website,Category
Passion Karting 17,45.9493895,-0.503282,N/A,France,https://www.passionkarting17.fr/,Karting
Buggs Buggy 974,-21.2237709,55.558145,N/A,France,N/A,Karting
Karting 55,49.148081,5.3769979,Verdun,France,https://k55.fr/accueil-karting/,Karting
Karting paintball 14,49.1448732,0.3512987,N/A,France,https://kartingpaintball14.fr/,Karting
Circuit 2,43.6888628,6.9601346,N/A,France,N/A,Karting
Circuit 1,43.6900957,6.9609299,N/A,France,N/A,Karting
Circuit enfant,43.6888738,6.9593065,N/A,France,N/A,Karting
Circuit de Karting Elceka,43.6406229,3.7627618,N/A,France,N/A,Karting
Nantes Karting NEK,47.2538271,-1.4982264,N/A,France,N/A,Karting
N/A,43.4224514,6.730062,N/A,France,N/A,Karting
N/A,43.4226104,6.7297701,N/A,France,N/A,Karting
N/A,43.4228101,6.7293714,N/A,France,N/A,Karting
N/A,43.4229742,6.7295159,N/A,France,N/A,Karting
Circuit de l'Indre,46.9700589,1.181465,N/A,France,https://circuit-de-lindre.com/,Karting
Rue du Karting,-20.8937367,55.5009431,N/A,France,N/A,Karting
Rue du Karting,-20.8938444,55.5004407,N/A,France,N/A,Karting
N/A,46.9181683,6.3331814,N/A,France,N/A,Karting
GP Circuit,48.4885169,-2.4508935,Lamballe,France,https://www.gp-circuit.fr/,Karting
Circuit Alain Prost,47.9392643,0.211995,N/A,France,N/A,Karting
Piste de Karting,47.7990375,7.3468022,N/A,France,N/A,Karting
N/A,49.2766032,-0.1371596,N/A,France,N/A,Karting
Kart Origins,45.6469217,4.9081152,N/A,France,https://kartorigins.fr/,Karting
N/A,49.1039188,2.0368555,N/A,France,N/A,Karting
N/A,49.1039924,2.0377789,N/A,France,N/A,Karting
Brest karting électrique,48.3756716,-4.5574486,N/A,France,N/A,Karting
Solokart,47.5248869,-1.8391093,N/A,France,N/A,Karting
N/A,47.5248801,-1.8404,N/A,France,N/A,Karting
Karting,45.9497166,-0.5037764,N/A,France,N/A,Karting
Karting Cap Malo,48.1996996,-1.7221933,N/A,France,N/A,Karting
Crcuit de Karting,47.3559083,5.8183701,N/A,France,N/A,Karting
Crcuit de Karting,47.3565437,5.8193826,N/A,France,N/A,Karting
Crcuit de Karting,47.3569218,5.8198125,N/A,France,N/A,Karting
Circuit de Karting,43.3488979,6.3383874,N/A,France,N/A,Karting
Circuit de karting Technikart,49.016115,-0.0791017,N/A,France,https://www.technikart.fr/,Karting
N/A,45.2417338,-0.0994341,N/A,France,N/A,Karting
N/A,45.2413358,-0.1000472,N/A,France,N/A,Karting
N/A,45.2412088,-0.1013412,N/A,France,N/A,Karting
Le Karting,47.2007646,-1.5709516,N/A,France,N/A,Karting
Mini Karting Piste du Bois,45.7796605,4.8568643,N/A,France,N/A,Karting
Kart indoor,47.8649872,3.5365148,N/A,France,N/A,Karting
Karting & Quad Auxerre,47.8140452,3.5785419,N/A,France,N/A,Karting
Kartingliss,45.7492295,3.1643274,N/A,France,N/A,Karting
Energy Karting Saint-Cyr,45.253999,4.7531818,N/A,France,https://www.energykarting-stcyr.com,Karting
Piste de Karting Phillipe Alliot,46.7735119,-1.4295245,N/A,France,N/A,Karting
Laval Loisirs Karting,48.0368232,-0.7440815,N/A,France,https://www.karting-laval.fr,Karting
N/A,47.9580179,1.8945701,N/A,France,N/A,Karting
Karting de Crolles,45.2654635,5.8948387,Crolles,France,https://kartingdecrolles.com/,Karting
RMT Karting,45.813196,1.2678173,N/A,France,N/A,Karting
N/A,45.6331318,-0.9961163,N/A,France,N/A,Karting
Mistral Karting Montélimar,44.5531037,4.7126504,N/A,France,N/A,Karting
Défikart,43.6328111,1.4267074,Toulouse,France,N/A,Karting
Jovikart Karting Nantes 44,47.123366,-1.4981761,Le Bignon,France,https://www.jovikart.com/,Karting
Green Kart,45.1444621,5.706099,N/A,France,https://green-kart.com/,Karting
K1 Speed Lyon,45.7193975,4.9873266,N/A,France,https://www.k1speed.fr/lyon.html,Karting
Go Kart 90,47.6145729,6.8509656,Danjoutin,France,N/A,Karting
N/A,42.7795295,2.9079635,N/A,France,N/A,Karting
Ancienne piste Karting,47.2032092,-0.7371269,N/A,France,N/A,Karting
Accès Karting,-22.173236,166.4357059,N/A,France,N/A,Karting
Piste de Karting de Nakutakoin,-22.1722074,166.4367178,N/A,France,N/A,Karting
Piste de Karting de Nakutakoin,-22.1719567,166.4364625,N/A,France,N/A,Karting
Piste de Karting de Nakutakoin,-22.1722659,166.4365923,N/A,France,N/A,Karting
Décibel Kart Cross Bisontin,47.1591743,6.1221749,N/A,France,N/A,Karting
N/A,47.1592055,6.1223151,N/A,France,N/A,Karting
N/A,44.9860524,4.8791371,N/A,France,N/A,Karting
Karting Indoor,43.4875423,5.3766148,N/A,France,N/A,Karting
N/A,42.7796485,2.9079381,N/A,France,N/A,Karting
N/A,42.780066,2.9067899,N/A,France,N/A,Karting
N/A,42.7796852,2.907462,N/A,France,N/A,Karting
Karting Buffo,48.6518208,2.76182,N/A,France,N/A,Karting
N/A,46.6144083,0.3197613,N/A,France,N/A,Karting
N/A,48.6094212,2.5837196,N/A,France,N/A,Karting
Kartland,48.6107841,2.5815779,N/A,France,N/A,Karting
N/A,48.6102148,2.5793014,N/A,France,N/A,Karting
N/A,48.6098535,2.5815699,N/A,France,N/A,Karting
N/A,44.9855814,4.8585681,N/A,France,N/A,Karting
N/A,44.9857684,4.8554977,N/A,France,N/A,Karting
Karting de Saint-Malo,48.6363676,-1.8696756,N/A,France,N/A,Karting
A.S. Karting Circuit de la Hague,49.6625667,-1.814964,N/A,France,N/A,Karting
Circuit Jean Brun,46.3221855,3.3597323,N/A,France,N/A,Karting
Karting,49.3457513,2.3985739,N/A,France,N/A,Karting
Circuit Berderry,43.3548681,-0.4414414,N/A,France,N/A,Karting
N/A,43.3548191,-0.4415047,N/A,France,N/A,Karting
N/A,43.2557338,-0.1384489,N/A,France,N/A,Karting
Karting,46.5099898,-0.1819662,N/A,France,N/A,Karting
Karting,44.5858504,4.448142,N/A,France,N/A,Karting
West Aventure,46.6989336,-1.8453348,N/A,France,N/A,Karting
N/A,49.2891712,-0.2537878,N/A,France,N/A,Karting
N/A,46.446182,-0.7782714,N/A,France,N/A,Karting
Circuit de Cabourg - Team Active,49.2766854,-0.1371657,N/A,France,https://www.teamactive.fr/nos-sites/grand-ouest/circuit-de-cabourg/,Karting
N/A,45.6907858,0.1894802,N/A,France,N/A,Karting
N/A,47.2818985,1.6484512,N/A,France,N/A,Karting
N/A,50.1356541,1.8398504,N/A,France,N/A,Karting
N/A,47.3848643,-1.6397179,N/A,France,N/A,Karting
Kartland,48.6098831,2.5834608,Moissy-Cramayel,France,N/A,Karting
N/A,44.5522206,4.7107191,N/A,France,N/A,Karting
N/A,45.5362741,4.301893,N/A,France,N/A,Karting
N/A,48.5524509,0.2748306,N/A,France,N/A,Karting
N/A,48.5524515,0.2745406,N/A,France,N/A,Karting
Karting,45.7140579,-1.1602249,N/A,France,N/A,Karting
N/A,45.7138224,-1.1606075,N/A,France,N/A,Karting
N/A,48.2629405,3.3138338,N/A,France,N/A,Karting
N/A,48.2637073,3.3122932,N/A,France,N/A,Karting
Karting - Circuit de Muret,43.4551306,1.2800589,N/A,France,N/A,Karting
N/A,47.2230446,4.5561548,N/A,France,N/A,Karting
Lille Karting,50.6354624,2.9692023,Ennetières-en-Weppes,France,https://www.lillekarting.fr/,Karting
N/A,46.446161,-0.779814,N/A,France,N/A,Karting
Karting de Marcillat en Combraille,46.172657,2.5994465,N/A,France,N/A,Karting
Route du Karting,46.1705399,2.6074269,N/A,France,N/A,Karting
Piste de Karting de Marcillat,46.1727472,2.5991276,N/A,France,N/A,Karting
N/A,47.6687161,1.21534,N/A,France,N/A,Karting
N/A,47.6688046,1.2161761,N/A,France,N/A,Karting
N/A,47.7289337,1.4892675,N/A,France,N/A,Karting
Mini-Karting,-22.1727581,166.4362788,N/A,France,N/A,Karting
Karting Enfants,48.7823927,2.0071295,N/A,France,N/A,Karting
Piste de Karting,43.5904196,2.7059486,N/A,France,N/A,Karting
N/A,45.7431053,0.4028361,N/A,France,N/A,Karting
N/A,49.901143,1.1075991,N/A,France,N/A,Karting
Euro Dieppe Karting,49.9015041,1.1080941,N/A,France,N/A,Karting
N/A,49.9014279,1.1074439,N/A,France,N/A,Karting
Euro Dieppe Karting,49.9014426,1.1074887,N/A,France,N/A,Karting
N/A,48.2091214,6.5573138,N/A,France,N/A,Karting
N/A,46.8626797,3.1556504,N/A,France,N/A,Karting
N/A,44.55319,4.7112483,N/A,France,N/A,Karting
N/A,46.8155978,4.8204642,N/A,France,N/A,Karting
N/A,43.6306212,-1.4251204,N/A,France,N/A,Karting
N/A,43.629901,-1.4245104,N/A,France,N/A,Karting
Karting,46.340333,2.5195009,N/A,France,N/A,Karting
N/A,49.1486259,5.3767804,N/A,France,N/A,Karting
Piste karting Selongey,47.6108008,5.2334877,N/A,France,N/A,Karting
Piste karting Selongey,47.6107999,5.2334818,N/A,France,N/A,Karting
Dunois Kart,48.0528122,1.4285105,N/A,France,https://www.dunoiskart.com/,Karting
Circuit Karting de Pont-L'Évêque,49.2627114,0.1936404,N/A,France,N/A,Karting
Karting,48.111332,-0.8500406,N/A,France,N/A,Karting
MK Karting,46.1345514,6.3207282,N/A,France,N/A,Karting
N/A,45.4550865,1.4523691,N/A,France,N/A,Karting
JCS Karting,45.4551349,1.4520742,N/A,France,N/A,Karting
Kart Center,46.6143825,0.3197209,N/A,France,https://www.newkartpoitiers.com/,Karting
Lille Karting,50.6346926,2.970903,N/A,France,N/A,Karting
Karting Circuit Paul Ricard,43.2466621,5.798755,N/A,France,N/A,Karting
Karting Circuit Paul Ricard,43.247279,5.797984,N/A,France,N/A,Karting
Karting Circuit Paul Ricard,43.2467434,5.7984984,N/A,France,N/A,Karting
Karting Circuit Paul Ricard,43.2473758,5.7981571,N/A,France,N/A,Karting
Karting Dijon-Prenois,47.3667507,4.901663,N/A,France,N/A,Karting
Karting Quad de Vendays Montalivet,45.376198,-1.1226057,N/A,France,http://www.karting-montalivet.com/,Karting
Karting Circuit Paul Ricard,43.2476394,5.7986065,N/A,France,N/A,Karting
N/A,49.0161259,-0.0785127,N/A,France,N/A,Karting
N/A,43.1301581,3.125966,N/A,France,N/A,Karting
Opale Karting,50.3992186,1.6038817,N/A,France,https://www.opalekarting.fr/,Karting
N/A,48.6442223,-0.5135754,N/A,France,N/A,Karting
A.S Karting d'Etauliers,45.2259625,-0.5693825,N/A,France,N/A,Karting
AS Karting Corsika,42.606634,9.4460226,N/A,France,N/A,Karting
N/A,46.9161134,0.5154741,N/A,France,N/A,Karting
Karting de Crolles,45.2649286,5.8946929,N/A,France,N/A,Karting
N/A,45.2652627,5.8949984,N/A,France,N/A,Karting
N/A,44.0375643,5.0651652,N/A,France,N/A,Karting
N/A,48.0370104,0.4211721,N/A,France,N/A,Karting
N/A,47.2634484,-1.7016251,N/A,France,N/A,Karting
N/A,47.2636027,-1.7018741,N/A,France,N/A,Karting
N/A,44.460333,6.1533777,N/A,France,N/A,Karting
Mini Bolid' Club Pertuisien,43.6688589,5.5031425,N/A,France,N/A,Karting
N/A,43.2190621,2.3032844,N/A,France,N/A,Karting
Win'Kart de Carcassonne,43.2190583,2.3033725,N/A,France,N/A,Karting
A.S. Karting Etauliers,45.2252646,-0.5685096,N/A,France,N/A,Karting
N/A,48.0368875,0.4228076,N/A,France,N/A,Karting
N/A,42.7587786,3.0185794,N/A,France,N/A,Karting
N/A,42.7589253,3.0176989,N/A,France,N/A,Karting
N/A,42.759044,3.0188951,N/A,France,N/A,Karting
Karting de Saint-Benoit sur Loire,47.8203407,2.3307079,N/A,France,N/A,Karting
N/A,42.7792297,2.9092974,N/A,France,N/A,Karting
N/A,42.7793215,2.9087428,N/A,France,N/A,Karting
N/A,42.7789438,2.9100431,N/A,France,N/A,Karting
N/A,42.7792556,2.9097894,N/A,France,N/A,Karting
Db Karting,48.3592083,3.9805787,N/A,France,N/A,Karting
N/A,48.3591141,3.9801056,N/A,France,N/A,Karting
Atlantic Kart System A.K.S,46.5094015,-1.682925,N/A,France,N/A,Karting
N/A,44.9068481,2.2337375,N/A,France,N/A,Karting
Piste de Karting de Charmes,48.3798162,6.2820968,N/A,France,N/A,Karting
Piste de Karting,47.3956824,-1.1854068,N/A,France,N/A,Karting
Piste de Karting du Parc,48.765196,-1.2844923,N/A,France,N/A,Karting
Circuit du Bicêtre,45.6169396,4.0770324,N/A,France,N/A,Karting
N/A,45.6169182,4.0770827,N/A,France,N/A,Karting
N/A,50.3260552,3.4290129,N/A,France,N/A,Karting
Starter Park Karting,43.2651657,5.6748075,N/A,France,N/A,Karting
N/A,48.4731687,-4.5259133,N/A,France,N/A,Karting
N/A,43.9519195,4.8713805,N/A,France,N/A,Karting
Sologne Karting,47.3601309,2.0498434,N/A,France,N/A,Karting
Piste de Karting d'Anneville-Ambourville,49.448436,0.9055392,N/A,France,N/A,Karting
Circuit Beltoise-Trappes,48.7598273,1.9931251,N/A,France,N/A,Karting
Circuit de Kart-Cross,47.7941602,0.7829538,N/A,France,N/A,Karting
N/A,48.0549689,-1.7301694,N/A,France,N/A,Karting
N/A,48.0549586,-1.729326,N/A,France,N/A,Karting
N/A,48.0549763,-1.7297871,N/A,France,N/A,Karting
N/A,48.0662897,-1.7134169,N/A,France,N/A,Karting
N/A,48.0664647,-1.7127084,N/A,France,N/A,Karting
Circuit du Val d'Argenton,47.0077609,-0.4323862,N/A,France,N/A,Karting
Karting du Fouteau,48.3879484,-0.5013425,N/A,France,N/A,Karting
Inter Racing Kart,43.4224087,6.7295999,N/A,France,https://www.interracingkart.com/,Karting
Circuit du Périgord,45.5809231,0.5836751,N/A,France,N/A,Karting
Circuit Julie Tonelli,43.8191093,4.6037583,N/A,France,N/A,Karting
N/A,43.8189987,4.6052466,N/A,France,N/A,Karting
N/A,44.1074069,0.6539766,N/A,France,N/A,Karting
N/A,44.1062482,0.7261317,N/A,France,N/A,Karting
N/A,46.6760021,1.7102238,N/A,France,N/A,Karting
Speed Fun Karting,46.291719,-0.5081855,N/A,France,N/A,Karting
Kart Quad Sensations,45.6503167,2.5817376,N/A,France,N/A,Karting
N/A,43.272038,6.5535463,N/A,France,N/A,Karting
N/A,43.2719836,6.5540695,N/A,France,N/A,Karting
N/A,46.6654984,-0.6155446,N/A,France,N/A,Karting
Circuit Alain Prost Pro,47.9397861,0.2120764,N/A,France,N/A,Karting
N/A,46.8132751,4.4120385,N/A,France,N/A,Karting
N/A,46.8130503,4.4121988,N/A,France,N/A,Karting
N/A,47.7007517,6.2461566,N/A,France,N/A,Karting
Circuit de Karting de Dijon-Prenois,47.3671952,4.9016102,N/A,France,N/A,Karting
N/A,48.3188048,6.0794071,N/A,France,N/A,Karting
Karting du Mont-Blanc,45.9219847,6.66061,N/A,France,N/A,Karting
L'Indykarte,47.9079545,6.7884805,N/A,France,http://www.vp-kart.com/,Karting
RKC Karting,49.1037563,2.0377999,Cormeilles-en-Vexin,France,https://www.rkc.fr/,Karting
N/A,45.141223,3.8199417,N/A,France,N/A,Karting
Manacha Kart,48.1642675,6.9176816,N/A,France,https://www.manachakart.com/,Karting
N/A,48.164142,6.9175476,N/A,France,N/A,Karting
N/A,44.1507482,4.0709575,N/A,France,N/A,Karting
N/A,46.9469372,-1.5928333,N/A,France,N/A,Karting
Tour de contrôle karting,44.1520082,4.0709579,N/A,France,N/A,Karting
N/A,43.2529747,3.2739028,N/A,France,N/A,Karting
Karting Intérieur,46.4281544,5.7152336,N/A,France,N/A,Karting
Circuit de l'Europe,49.3146203,1.1159464,N/A,France,N/A,Karting
N/A,45.2244196,2.3208872,N/A,France,N/A,Karting
N/A,45.6256604,6.3308911,N/A,France,N/A,Karting
Piste 550 m,45.8460691,5.9691819,N/A,France,N/A,Karting
Piste 1150 m,45.845216,5.9688822,N/A,France,N/A,Karting
N/A,47.8669971,-1.8968047,N/A,France,N/A,Karting
Number One Karting,43.3022696,3.456316,N/A,France,https://www.kartingnumberone.com/,Karting
N/A,47.866779,-1.8968377,N/A,France,N/A,Karting
Karting de Pont d'Ain,46.0426534,5.3310135,N/A,France,N/A,Karting
Karting de Pont d'Ain,46.0426895,5.3310431,N/A,France,N/A,Karting
Kart-Circuit des Renardières,45.6905088,1.0205932,N/A,France,N/A,Karting
N/A,47.2226935,4.5569485,N/A,France,N/A,Karting
Pit-Lane,50.3266038,3.4300145,N/A,France,N/A,Karting
Impasse des Kartings,45.0886072,0.8324185,N/A,France,N/A,Karting
Garden Karting,45.0871036,0.8323831,N/A,France,N/A,Karting
Martini Racing Kart 85,46.8506769,-1.8486421,N/A,France,N/A,Karting
N/A,44.377178,4.2570435,N/A,France,N/A,Karting
N/A,46.8129882,4.4128465,N/A,France,N/A,Karting
ClotKart,48.6927411,3.1035908,N/A,France,https://www.clotkart.com,Karting
N/A,48.6927473,3.1034362,N/A,France,N/A,Karting
N/A,47.8207614,2.3305055,N/A,France,N/A,Karting
Piste entreprise,45.6832941,5.0728163,N/A,France,N/A,Karting
Piste compétition,45.6846751,5.0752821,N/A,France,N/A,Karting
Piste location,45.683192,5.074857,N/A,France,N/A,Karting
Bretagne Karting,47.9213579,-4.1875726,N/A,France,http://www.bretagne-karting.fr/,Karting
Karting de Monteux,44.0532258,4.9462398,N/A,France,N/A,Karting
N/A,49.0161389,-0.0788079,N/A,France,N/A,Karting
N/A,49.0160349,-0.0784499,N/A,France,N/A,Karting
N/A,49.0166141,-0.0783886,N/A,France,N/A,Karting
N/A,49.0160415,-0.0783241,N/A,France,N/A,Karting
N/A,49.0162583,-0.0791741,N/A,France,N/A,Karting
N/A,49.0164,-0.0780356,N/A,France,N/A,Karting
N/A,49.0155304,-0.0786099,N/A,France,N/A,Karting
Circuit de Chantemerle,47.1233833,-1.4972139,N/A,France,N/A,Karting
Virage du Karting,47.9380743,0.2093849,N/A,France,N/A,Karting
Karting Plus,43.8255738,2.7454449,Belmont-sur-Rance,France,N/A,Karting
N/A,47.4014627,0.7114386,N/A,France,N/A,Karting
N/A,47.6683214,-3.0625104,N/A,France,N/A,Karting
N/A,46.5491181,5.3285264,N/A,France,N/A,Karting
Karting,44.3881582,6.594492,N/A,France,N/A,Karting
Landes Karting,47.6687244,1.2160078,N/A,France,N/A,Karting
Circuit national de la Boule d'Or,47.064313,0.0715996,N/A,France,https://www.loudun-karting.com/,Karting
N/A,48.5388312,7.4090523,N/A,France,N/A,Karting
N/A,47.168938,-2.1447845,N/A,France,N/A,Karting
Circuit de Karting de Brignoles,43.4046967,6.0116322,N/A,France,N/A,Karting
N/A,49.0766538,6.1080731,N/A,France,N/A,Karting
N/A,47.0797179,2.2976292,N/A,France,N/A,Karting
OnlyKart,45.8433024,5.0618486,N/A,France,N/A,Karting
Karting Circuit Paul Ricard,43.2468171,5.7985538,N/A,France,N/A,Karting
Ancien Karting du Tydos,43.0963218,-0.0314166,N/A,France,N/A,Karting
N/A,45.4800114,4.3444198,N/A,France,http://www.askarting-villars42.fr,Karting
Terrain de Kart Cross,46.4636332,5.3315256,N/A,France,N/A,Karting
N/A,50.3259403,3.4292428,N/A,France,N/A,Karting
N/A,50.3255705,3.4289558,N/A,France,N/A,Karting
Circuit de Karting d'Anneville-Ambourville,49.4480461,0.9051912,N/A,France,N/A,Karting
Piste de Karting d'Anneville-Ambourville,49.4479386,0.9069754,N/A,France,N/A,Karting
Piste de Karting d'Anneville-Ambourville,49.4482579,0.9055643,N/A,France,N/A,Karting
Le Grand Prix,50.4276496,1.6022947,N/A,France,N/A,Karting
N/A,47.2882234,5.055245,N/A,France,N/A,Karting
N/A,47.0579089,-0.9784404,N/A,France,N/A,Karting
N/A,44.984887,1.2970379,N/A,France,N/A,Karting
N/A,46.5497984,5.3288158,N/A,France,N/A,Karting
N/A,49.2889753,-0.2533967,N/A,France,N/A,Karting
N/A,49.2892056,-0.2537948,N/A,France,N/A,Karting
Circuit de Karting du Parc,48.765371,-1.284579,N/A,France,N/A,Karting
N/A,46.5690436,4.055543,N/A,France,N/A,Karting
Alcava Karting Gueugnonnais,46.5691581,4.0556375,N/A,France,N/A,Karting
N/A,48.2897856,2.0054518,N/A,France,N/A,Karting
Fun-Kart,43.6897163,6.9604243,N/A,France,https://www.fun-karting.com/,Karting
Karting Mécamax,46.5777061,-1.7744927,N/A,France,N/A,Karting
Karting,43.5403793,3.1814237,N/A,France,N/A,Karting
Karting,48.8265241,4.4770685,N/A,France,N/A,Karting
N/A,48.8263917,4.4771463,N/A,France,N/A,Karting
karting,43.3215115,3.545489,marseillan plage,France,N/A,Karting
Rue du Karting,-20.8945343,55.4982452,N/A,France,N/A,Karting
Rue du Karting,-20.8940644,55.500602,N/A,France,N/A,Karting
Pro Kart Figari,41.4881425,9.1160391,N/A,France,N/A,Karting
Karting de Saint-Malo,48.6366086,-1.8694879,N/A,France,N/A,Karting
Karting de Saint-Malo,48.6358867,-1.8709916,N/A,France,N/A,Karting
N/A,47.775988,7.4100115,N/A,France,N/A,Karting
N/A,45.6334346,-0.9957351,N/A,France,N/A,Karting
Karting,48.0518768,7.5209293,N/A,France,N/A,Karting
Laville Karting Service,46.8156616,4.8202803,N/A,France,N/A,Karting
Piste de karting,46.8132083,4.4122707,N/A,France,N/A,Karting
N/A,46.2963875,4.7935499,N/A,France,N/A,Karting
Centre de Karting,46.3390466,5.1428243,N/A,France,N/A,Karting
Piste de Karting Extérieur,46.4271373,5.7135991,N/A,France,N/A,Karting
Piste de Karting,46.5491713,5.3286013,N/A,France,N/A,Karting
Circuit de l'Enclos - Piste Location,46.9603753,6.1893427,N/A,France,http://www.circuitdelenclos.com/,Karting
Circuit de l'Enclos - Piste de compétition,46.9604482,6.1874107,N/A,France,http://www.circuitdelenclos.com/,Karting
Circuit Karting Besançon,47.3563054,5.8189034,N/A,France,https://ckbesancon.com/,Karting
Piste de Karting,47.1902879,5.0892177,N/A,France,https://www.karting2noiron.fr/,Karting
Piste de Karting,47.2226143,4.5567997,N/A,France,N/A,Karting
Piste de Karting,47.5715031,7.3661246,N/A,France,https://www.sundgaukart.com/,Karting
Piste de Karting,47.7759682,7.4102121,N/A,France,N/A,Karting
N/A,47.7755039,7.4106966,N/A,France,N/A,Karting
N/A,47.7751943,7.4103798,N/A,France,N/A,Karting
Circuit de Karting,43.3492418,6.3392025,N/A,France,N/A,Karting
Grimaud Karting Loisirs,43.2720016,6.5538564,N/A,France,https://www.grimaudkartingloisir.com/,Karting
Prestige Karting,43.3489065,6.3386024,N/A,France,N/A,Karting
N/A,43.0882523,6.1426012,N/A,France,N/A,Karting
N/A,43.0883595,6.1417376,N/A,France,N/A,Karting
Karting Martigues,43.3872588,5.0646522,N/A,France,N/A,Karting
Karting Six-Fours,43.1212924,5.8437797,N/A,France,N/A,Karting
Piste Bayle Brothers,43.8066535,5.8206694,N/A,France,N/A,Karting
Piste Bayle Brothers,43.8069696,5.8197631,N/A,France,N/A,Karting
Espace Loisir,43.8190946,4.6042982,N/A,France,N/A,Karting
Piste Stands Karting,43.817265,4.4269901,N/A,France,N/A,Karting
Piste Karting,43.8177166,4.4264686,N/A,France,N/A,Karting
Sud Karting,43.8174573,4.4266245,N/A,France,N/A,Karting
Milhaud Karting,43.7792874,4.3036918,N/A,France,N/A,Karting
Circuit de Karting KDM,43.3217582,3.5453318,N/A,France,N/A,Karting
Sun Kart - Gruissan,43.1303212,3.1259726,N/A,France,N/A,Karting
N/A,43.5406369,3.1810298,N/A,France,N/A,Karting
Karting Saint-Cyprien,42.606983,3.016056,N/A,France,https://kartingstcyprien.fr/,Karting
Karting de Torreilles,42.7586803,3.0185265,N/A,France,N/A,Karting
Ludi Kart,42.5777041,3.0357481,N/A,France,N/A,Karting
Ludi Kart,42.576914,3.0349448,N/A,France,N/A,Karting
Grand Circuit du Roussillon,42.7797779,2.9078002,N/A,France,N/A,Karting
N/A,42.606805,3.0160931,N/A,France,N/A,Karting
N/A,42.607135,3.0160977,N/A,France,N/A,Karting
Piste de Karting Indoor,43.5694239,1.4972749,N/A,France,https://kartingtoulouse.com/,Karting
Circuit Jean Sainrame,43.4648934,-1.283939,N/A,France,N/A,Karting
Piste de Karting,43.9166187,2.1165518,N/A,France,N/A,Karting
Karting des Pins,43.8003841,-1.2466637,N/A,France,N/A,Karting
Karting du Gaillou,43.6301809,-1.4246386,Capbreton,France,http://www.kartingdugaillou.com,Karting
Piste de Karting,44.4100701,-1.0827594,N/A,France,N/A,Karting
Piste de Karting,44.655108,-0.9279951,N/A,France,N/A,Karting
LF Karting,44.1071041,0.653249,Layrac,France,https://lfkarting.fr/,Karting
Piste de Karting,45.2253323,-0.5685761,N/A,France,N/A,Karting
Karting 47,44.1061129,0.726701,N/A,France,https://k47.fr/,Karting
N/A,44.6545764,-0.9286072,N/A,France,N/A,Karting
N/A,44.6554472,-0.9273733,N/A,France,N/A,Karting
N/A,47.287892,5.0549167,N/A,France,N/A,Karting
N/A,48.1804467,2.7286271,N/A,France,N/A,Karting
N/A,49.1686675,-0.2692391,N/A,France,N/A,Karting
Karting de Caen,49.1691942,-0.269076,N/A,France,http://www.karting-caen.fr,Karting
Chemin Autour du Karting d'Ostricourt,50.4651429,3.0306377,N/A,France,N/A,Karting
Piste de kart abandonnée,46.9058337,3.8309967,N/A,France,N/A,Karting
N/A,43.0890346,6.1420208,N/A,France,N/A,Karting
N/A,49.3795106,3.2931506,N/A,France,N/A,Karting
N/A,48.8778966,6.4344545,N/A,France,N/A,Karting
N/A,45.8961686,6.3430522,N/A,France,N/A,Karting
Karting de Rumilly,45.8456112,5.9687884,Rumilly,France,http://kartingderumilly.fr/index.html,Karting
Karting Meisenthal,48.9756626,7.3291709,Meisenthal,France,https://www.kartingmeisenthal.fr/,Karting
Karting,43.1164729,5.8041207,N/A,France,N/A,Karting
Rue du Karting,-20.8935022,55.5015934,N/A,France,N/A,Karting
Le Grand Prix,50.4276152,1.6026956,N/A,France,N/A,Karting
Parking karting,43.6880619,6.9592282,N/A,France,N/A,Karting
Kerlabo Kart,48.4464252,-2.946455,N/A,France,https://kerlabo-kart.com/,Karting
N/A,48.3193024,6.0797544,N/A,France,N/A,Karting
N/A,48.3193416,6.079175,N/A,France,N/A,Karting
N/A,44.8326237,0.4522153,N/A,France,N/A,Karting
Piste de karting de Cattenom,49.4167092,6.2315852,N/A,France,N/A,Karting
N/A,47.0647819,0.0716485,N/A,France,N/A,Karting
N/A,45.8164349,1.2964442,N/A,France,N/A,Karting
Kpb 14,49.1446914,0.3520275,N/A,France,N/A,Karting
N/A,49.3767581,3.4250144,N/A,France,N/A,Karting
Circut de Bucy,49.3762086,3.4239529,N/A,France,https://www.circuit-de-bucy.com/,Karting
N/A,49.1030463,2.0374456,N/A,France,N/A,Karting
N/A,49.1030422,2.0391531,N/A,France,N/A,Karting
N/A,49.1027309,2.038528,N/A,France,N/A,Karting
N/A,49.1038974,2.0363108,N/A,France,N/A,Karting
N/A,49.1036957,2.0361857,N/A,France,N/A,Karting
N/A,49.1042172,2.0372772,N/A,France,N/A,Karting
N/A,49.3976295,2.2003288,N/A,France,N/A,Karting
N/A,49.3981009,2.2010987,N/A,France,N/A,Karting
quad avenue - src karting,43.7812538,5.7735724,N/A,France,N/A,Karting
Circuit Beltoise-Trappes,48.7594512,1.9918857,N/A,France,N/A,Karting
Circuit Beltoise-Trappes,48.7593392,1.9925946,N/A,France,N/A,Karting
Circuit Beltoise-Trappes,48.7601058,1.993914,N/A,France,N/A,Karting
Circuit Beltoise-Trappes,48.7600205,1.9927913,N/A,France,N/A,Karting
N/A,41.4881519,9.1160229,N/A,France,N/A,Karting
Chemin du Karting,45.7477483,0.4066521,N/A,France,N/A,Karting
